COD_EMPRESA;COD_CLIENTE;CAT_CLIENTE;NOM_CLIENTE;IND_SEGMENTO;FEC_INGRESO;IND_RELACION;COD_AGENCIA;COD_MONEDA;COD_ACTIVIDAD;COD_SUBACTIVIDAD;COD_SUBSUBACTIVIDAD;Ind_Activo;VALOR_ESTRATEGICO;SECTOR_ECONOMICO;CANAL_VENTA
100;13027;10;Cliente_0654;1;2013-07-17 00:00:00.000;5;156;NULL;10301;NULL;3;N;D         ;5;4
100;1303;10;Cliente_0655;1;2004-12-24 00:00:00.000;2;156;NULL;10304;NULL;3;N;C         ;2;1
100;13035;1;Cliente_0656;1;2013-07-24 00:00:00.000;1;156;NULL;10301;NULL;3;S;B         ;4;1
100;1304;10;Cliente_0657;1;2005-01-07 00:00:00.000;4;156;NULL;10301;NULL;3;N;B         ;1;4
100;13040;10;Cliente_0658;5;2013-07-30 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;1;5
100;13041;10;Cliente_0659;2;2013-07-30 00:00:00.000;2;156;NULL;10304;NULL;3;N;D         ;7;4
100;13042;10;Cliente_0660;2;2013-07-30 00:00:00.000;2;156;NULL;10304;NULL;3;N;C         ;6;5
100;13044;10;Cliente_0661;3;2013-07-31 00:00:00.000;1;156;NULL;10304;NULL;3;N;A         ;5;5
100;13045;10;Cliente_0662;5;2013-07-31 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;2;5
100;13048;10;Cliente_0663;1;2013-08-05 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;3;2
100;1305;10;Cliente_0664;2;2005-01-10 00:00:00.000;5;156;NULL;10304;NULL;3;N;B         ;1;1
100;13051;10;Cliente_0665;2;2013-08-06 00:00:00.000;3;156;NULL;10304;0;3;N;B         ;4;3
100;13058;10;Cliente_0666;1;2013-08-09 00:00:00.000;5;156;NULL;10304;NULL;3;N;B         ;5;3
100;13059;1;Cliente_0667;5;2013-08-12 00:00:00.000;3;156;NULL;10224;50010;4;S;D         ;6;2
100;13064;10;Cliente_0668;5;2013-08-13 00:00:00.000;2;156;NULL;10304;NULL;3;N;D         ;3;1
100;1307;10;Cliente_0669;4;2005-01-19 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;5;5
100;13072;10;Cliente_0670;2;2013-08-20 00:00:00.000;1;156;NULL;10304;NULL;3;N;A         ;5;1
100;1308;10;Cliente_0671;4;2005-01-21 00:00:00.000;5;156;NULL;10304;NULL;3;N;A         ;4;1
100;13097;10;Cliente_0672;1;2013-09-04 00:00:00.000;2;156;NULL;10304;NULL;3;N;D         ;2;1
100;13099;1;Cliente_0673;5;2013-09-04 00:00:00.000;1;156;NULL;10140;10212;3;S;D         ;6;2
100;13100;10;Cliente_0674;5;2013-09-05 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;2;3
100;13101;1;Cliente_0675;5;2013-09-05 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;1;5
100;13109;1;Cliente_0676;1;2013-09-10 00:00:00.000;1;156;NULL;10304;NULL;3;N;C         ;2;4
100;13110;10;Cliente_0677;1;2013-09-10 00:00:00.000;1;156;NULL;10301;0;3;N;D         ;1;4
100;13111;10;Cliente_0678;4;2013-09-10 00:00:00.000;5;156;NULL;10304;NULL;3;N;C         ;3;3
100;13115;10;Cliente_0679;3;2013-09-11 00:00:00.000;2;156;NULL;10304;NULL;3;N;C         ;5;1
100;13119;10;Cliente_0680;1;2013-09-16 00:00:00.000;5;156;NULL;10304;NULL;3;N;D         ;4;5
100;13126;10;Cliente_0681;2;2013-09-17 00:00:00.000;1;156;NULL;10304;NULL;3;N;B         ;4;4
100;13129;10;Cliente_0682;5;2013-09-18 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;6;2
100;13134;10;Cliente_0683;3;2013-09-19 00:00:00.000;4;156;NULL;10301;NULL;3;N;D         ;3;5
100;13135;10;Cliente_0684;4;2013-09-19 00:00:00.000;2;156;NULL;10304;NULL;3;N;D         ;2;2
100;13136;10;Cliente_0685;4;2013-09-20 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;7;3
100;13142;10;Cliente_0686;5;2013-09-24 00:00:00.000;2;156;NULL;10301;NULL;3;N;C         ;6;2
100;13143;10;Cliente_0687;5;2013-09-24 00:00:00.000;3;156;NULL;10304;NULL;3;N;C         ;2;4
100;13147;10;Cliente_0688;4;2013-09-26 00:00:00.000;3;156;NULL;10301;NULL;3;N;A         ;5;5
100;1315;10;Cliente_0689;4;2005-02-01 00:00:00.000;5;156;NULL;10304;NULL;3;N;C         ;7;4
100;13154;10;Cliente_0690;3;2013-10-01 00:00:00.000;2;156;NULL;10301;NULL;3;N;B         ;5;5
100;13156;10;Cliente_0691;5;2013-10-02 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;6;3
100;13164;10;Cliente_0692;2;2013-10-07 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;1;1
100;13177;10;Cliente_0693;5;2013-10-15 00:00:00.000;1;156;NULL;10304;NULL;3;N;B         ;5;5
100;13179;10;Cliente_0694;4;2013-10-16 00:00:00.000;2;156;NULL;10301;NULL;3;N;C         ;2;1
100;1318;10;Cliente_0695;4;2005-02-07 00:00:00.000;1;156;NULL;10304;NULL;3;N;D         ;4;5
100;13187;10;Cliente_0696;1;2013-10-21 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;1;1
100;13188;10;Cliente_0697;5;2013-10-22 00:00:00.000;4;156;NULL;10224;50016;3;S;C         ;1;4
100;13192;10;Cliente_0698;2;2013-10-24 00:00:00.000;1;156;NULL;10304;NULL;3;N;B         ;4;1
100;13194;10;Cliente_0699;5;2013-10-25 00:00:00.000;4;156;NULL;10304;NULL;3;N;A         ;7;3
100;13197;10;Cliente_0700;3;2013-10-25 00:00:00.000;5;156;NULL;10304;NULL;3;N;C         ;6;1
100;13209;10;Cliente_0701;1;2013-11-04 00:00:00.000;4;156;NULL;10301;NULL;3;N;A         ;1;3
100;13218;5;Cliente_0702;4;2013-11-12 00:00:00.000;3;156;NULL;10301;NULL;3;N;B         ;7;1
100;13222;10;Cliente_0703;5;2013-11-14 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;5;3
100;13224;10;Cliente_0704;2;2013-11-15 00:00:00.000;3;156;NULL;10301;NULL;3;N;C         ;7;3
100;13226;1;Cliente_0705;5;2013-11-18 00:00:00.000;3;156;NULL;10224;10226;3;S;C         ;6;1
100;13236;10;Cliente_0706;1;2013-11-22 00:00:00.000;5;156;NULL;10304;NULL;3;N;B         ;1;1
100;13239;10;Cliente_0707;3;2013-11-22 00:00:00.000;5;156;NULL;10304;NULL;3;N;A         ;5;5
100;13240;1;Cliente_0708;1;2013-11-25 00:00:00.000;3;156;NULL;10224;50012;3;S;C         ;7;4
100;13242;10;Cliente_0709;2;2013-11-26 00:00:00.000;1;156;NULL;10304;NULL;3;N;A         ;3;3
100;13243;1;Cliente_0710;5;2013-11-26 00:00:00.000;4;156;NULL;10186;10186;3;S;B         ;5;2
100;1325;10;Cliente_0711;5;2005-02-17 00:00:00.000;2;156;NULL;10301;NULL;3;N;D         ;7;3
100;13252;10;Cliente_0712;1;2013-11-27 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;1;2
100;13253;10;Cliente_0713;2;2013-11-27 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;2;2
100;13255;10;Cliente_0714;1;2013-11-28 00:00:00.000;2;156;NULL;10301;NULL;3;N;B         ;6;4
100;13256;10;Cliente_0715;4;2013-11-28 00:00:00.000;2;156;NULL;10304;NULL;3;N;D         ;1;1
100;13257;10;Cliente_0716;1;2013-11-28 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;5;1
100;1326;1;Cliente_0717;5;2005-02-21 00:00:00.000;3;156;NULL;10224;NULL;3;S;D         ;7;4
100;13260;10;Cliente_0718;2;2013-12-02 00:00:00.000;5;156;NULL;10301;NULL;3;N;B         ;5;4
100;13261;1;Cliente_0719;5;2013-12-04 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;1;2
100;1327;10;Cliente_0720;5;2005-02-24 00:00:00.000;5;156;NULL;10304;NULL;3;N;B         ;6;4
100;13272;10;Cliente_0721;1;2013-12-05 00:00:00.000;1;156;NULL;10301;NULL;3;N;D         ;5;1
100;13276;10;Cliente_0722;4;2013-12-05 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;5;1
100;1328;10;Cliente_0723;1;2005-02-28 00:00:00.000;5;156;NULL;10304;NULL;3;N;B         ;2;1
100;13280;10;Cliente_0724;1;2013-12-06 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;6;2
100;13284;1;Cliente_0725;4;2013-12-10 00:00:00.000;4;156;NULL;10304;NULL;3;N;B         ;2;5
100;13289;1;Cliente_0726;2;2013-12-11 00:00:00.000;4;156;NULL;10224;10226;6;S;B         ;2;2
100;1330;10;Cliente_0727;2;2005-03-04 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;3;1
100;13300;10;Cliente_0728;4;2013-12-13 00:00:00.000;5;156;NULL;10304;NULL;3;N;A         ;5;2
100;13303;10;Cliente_0729;4;2013-12-13 00:00:00.000;1;156;NULL;10304;NULL;3;N;C         ;2;1
100;13307;1;Cliente_0730;5;2013-12-18 00:00:00.000;3;156;NULL;10304;NULL;3;N;D         ;7;3
100;13313;1;Cliente_0731;1;2014-01-07 00:00:00.000;2;156;NULL;10224;10235;3;S;B         ;4;4
100;1332;10;Cliente_0732;5;2005-03-09 00:00:00.000;5;156;NULL;10304;NULL;3;N;B         ;1;2
100;13322;10;Cliente_0733;2;2014-01-14 00:00:00.000;2;156;NULL;10304;0;3;N;D         ;5;3
100;13327;1;Cliente_0734;3;2014-01-16 00:00:00.000;1;156;NULL;10273;10234;4;S;A         ;5;3
100;13329;10;Cliente_0735;4;2014-01-20 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;2;3
100;1333;10;Cliente_0736;4;2005-03-14 00:00:00.000;2;156;NULL;10303;NULL;3;N;C         ;3;2
100;13330;10;Cliente_0737;1;2014-01-21 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;4;3
100;13334;1;Cliente_0738;1;2014-01-24 00:00:00.000;1;156;NULL;10301;NULL;3;N;C         ;2;5
100;13337;10;Cliente_0739;2;2014-01-24 00:00:00.000;2;156;NULL;10301;NULL;3;N;A         ;7;3
100;13339;10;Cliente_0740;2;2014-01-28 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;5;1
100;13341;10;Cliente_0741;2;2014-01-28 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;5;2
100;13342;10;Cliente_0742;4;2014-01-29 00:00:00.000;3;156;NULL;10224;4;3;S;C         ;5;5
100;13344;1;Cliente_0743;1;2014-01-31 00:00:00.000;5;156;NULL;10224;10240;3;S;B         ;7;5
100;13357;10;Cliente_0744;5;2014-02-05 00:00:00.000;1;156;NULL;10304;NULL;3;N;A         ;1;1
100;13359;10;Cliente_0745;4;2014-02-06 00:00:00.000;5;156;NULL;10304;NULL;3;N;D         ;6;3
100;13365;10;Cliente_0746;3;2014-02-07 00:00:00.000;3;156;NULL;10301;0;3;N;A         ;7;4
100;13369;1;Cliente_0747;3;2014-02-11 00:00:00.000;5;156;NULL;10172;10175;3;S;C         ;4;3
100;13371;10;Cliente_0748;3;2014-02-13 00:00:00.000;3;156;NULL;10304;NULL;3;N;D         ;6;5
100;13373;1;Cliente_0749;4;2014-02-13 00:00:00.000;5;156;NULL;10304;NULL;3;N;A         ;5;1
100;13381;10;Cliente_0750;4;2014-02-19 00:00:00.000;1;156;NULL;10301;NULL;3;N;A         ;5;5
100;13383;10;Cliente_0751;3;2014-02-19 00:00:00.000;5;156;NULL;10304;NULL;3;N;A         ;6;2
100;13385;10;Cliente_0752;5;2014-02-19 00:00:00.000;1;156;NULL;10301;NULL;3;N;C         ;1;4
100;13387;1;Cliente_0753;1;2014-02-20 00:00:00.000;3;156;NULL;10301;NULL;3;N;B         ;7;5
100;13391;5;Cliente_0754;5;2014-02-24 00:00:00.000;5;156;NULL;10301;NULL;3;N;B         ;1;4
100;13397;10;Cliente_0755;2;2014-02-24 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;2;5
100;13398;10;Cliente_0756;1;2014-02-25 00:00:00.000;1;156;NULL;10304;NULL;3;N;D         ;4;1
100;13399;1;Cliente_0757;1;2014-02-26 00:00:00.000;2;156;NULL;10273;10234;3;S;B         ;5;5
100;1340;1;Cliente_0758;2;2005-03-30 00:00:00.000;5;156;NULL;10172;10174;3;S;C         ;4;4
100;13401;10;Cliente_0759;5;2014-02-26 00:00:00.000;1;156;NULL;10304;NULL;3;N;A         ;2;2
100;13402;1;Cliente_0760;4;2014-02-26 00:00:00.000;3;156;NULL;10224;0;3;S;D         ;6;2
100;13404;5;Cliente_0761;1;2014-02-27 00:00:00.000;2;156;NULL;10304;NULL;3;N;D         ;2;2
100;13409;5;Cliente_0762;1;2014-02-28 00:00:00.000;1;156;NULL;10301;NULL;3;N;B         ;1;1
100;13410;1;Cliente_0763;3;2014-02-28 00:00:00.000;5;156;NULL;10301;NULL;3;N;D         ;7;3
100;13420;10;Cliente_0764;2;2014-03-06 00:00:00.000;2;156;NULL;10304;NULL;3;N;B         ;4;1
100;13423;1;Cliente_0765;5;2014-03-10 00:00:00.000;3;156;NULL;10224;50010;4;S;B         ;6;3
100;13427;10;Cliente_0766;1;2014-03-11 00:00:00.000;5;156;NULL;10304;NULL;3;N;D         ;5;3
100;1343;1;Cliente_0767;1;2005-04-13 00:00:00.000;5;156;NULL;10140;10148;3;S;D         ;3;5
100;13432;10;Cliente_0768;1;2014-03-14 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;6;3
100;13437;10;Cliente_0769;2;2014-03-18 00:00:00.000;3;156;NULL;10304;NULL;3;N;D         ;7;3
100;13438;10;Cliente_0770;5;2014-03-18 00:00:00.000;3;156;NULL;10301;NULL;3;N;B         ;2;4
100;13439;1;Cliente_0771;1;2014-03-19 00:00:00.000;2;156;NULL;10304;NULL;3;N;C         ;3;5
100;1344;10;Cliente_0772;5;2005-04-15 00:00:00.000;1;156;NULL;10301;NULL;3;N;B         ;1;1
100;13443;10;Cliente_0773;5;2014-03-20 00:00:00.000;4;156;NULL;10304;NULL;3;N;A         ;1;1
100;13445;10;Cliente_0774;4;2014-03-21 00:00:00.000;3;156;NULL;10304;NULL;3;N;D         ;4;5
100;13451;10;Cliente_0775;4;2014-03-26 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;3;3
100;13452;5;Cliente_0776;4;2014-03-27 00:00:00.000;5;156;NULL;10304;NULL;3;N;D         ;7;2
100;13457;1;Cliente_0777;4;2014-03-31 00:00:00.000;1;156;NULL;10224;50010;3;S;A         ;6;3
100;13459;10;Cliente_0778;5;2014-03-31 00:00:00.000;2;156;NULL;10304;NULL;3;N;C         ;2;4
100;1346;10;Cliente_0779;5;2005-04-18 00:00:00.000;3;156;NULL;10301;NULL;3;N;A         ;1;5
100;13463;10;Cliente_0780;1;2014-04-01 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;3;3
100;13469;5;Cliente_0781;1;2014-04-04 00:00:00.000;3;156;NULL;10304;NULL;3;N;D         ;2;4
100;1347;10;Cliente_0782;5;2005-04-20 00:00:00.000;5;156;NULL;10302;NULL;3;N;C         ;5;1
100;13472;10;Cliente_0783;3;2014-04-08 00:00:00.000;2;156;NULL;10304;NULL;3;N;A         ;1;1
100;13476;5;Cliente_0784;5;2014-04-09 00:00:00.000;2;156;NULL;10304;;3;S;B         ;6;1
100;13478;10;Cliente_0785;1;2014-04-10 00:00:00.000;3;156;NULL;10301;NULL;3;N;A         ;1;2
100;13483;10;Cliente_0786;5;2014-04-21 00:00:00.000;2;156;NULL;10304;NULL;3;N;B         ;7;4
100;13484;1;Cliente_0787;5;2014-04-21 00:00:00.000;3;156;NULL;10304;NULL;3;N;D         ;1;3
100;13492;10;Cliente_0788;5;2014-04-28 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;5;5
100;13493;1;Cliente_0789;2;2014-04-29 00:00:00.000;2;156;NULL;10304;NULL;3;N;A         ;4;2
100;13501;10;Cliente_0790;3;2014-04-30 00:00:00.000;1;156;NULL;10301;NULL;3;N;C         ;4;4
100;13503;10;Cliente_0791;3;2014-05-02 00:00:00.000;1;156;NULL;10301;NULL;3;N;D         ;6;2
100;13505;10;Cliente_0792;4;2014-05-05 00:00:00.000;5;156;NULL;10301;NULL;3;N;C         ;3;2
100;13513;10;Cliente_0793;4;2014-05-06 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;2;5
100;13517;10;Cliente_0794;2;2014-05-06 00:00:00.000;1;156;NULL;10301;NULL;3;N;A         ;2;3
100;13519;10;Cliente_0795;1;2014-05-09 00:00:00.000;3;156;NULL;10304;NULL;3;N;C         ;6;4
100;13521;10;Cliente_0796;3;2014-05-09 00:00:00.000;1;156;NULL;10304;NULL;3;N;C         ;7;5
100;13523;10;Cliente_0797;1;2014-05-12 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;4;4
100;13528;1;Cliente_0798;3;2014-05-15 00:00:00.000;3;156;NULL;10304;NULL;3;N;D         ;7;2
100;1354;10;Cliente_0799;1;2005-04-28 00:00:00.000;4;156;NULL;10301;NULL;3;N;D         ;1;1
100;13546;10;Cliente_0800;4;2014-05-26 00:00:00.000;1;156;NULL;10304;NULL;3;N;B         ;2;2
100;13551;1;Cliente_0801;4;2014-05-28 00:00:00.000;1;156;NULL;10172;10174;3;S;D         ;1;3
100;13555;10;Cliente_0802;4;2014-05-30 00:00:00.000;2;156;NULL;10301;NULL;3;N;D         ;3;3
100;13560;10;Cliente_0803;2;2014-06-03 00:00:00.000;2;156;NULL;10304;NULL;3;N;D         ;5;2
100;13565;10;Cliente_0804;4;2014-06-04 00:00:00.000;3;156;NULL;10304;NULL;3;N;C         ;7;5
100;13566;10;Cliente_0805;4;2014-06-05 00:00:00.000;5;156;NULL;10304;0;3;N;D         ;2;1
100;1357;10;Cliente_0806;1;2005-05-02 00:00:00.000;4;156;NULL;10301;NULL;3;N;C         ;3;4
100;13572;10;Cliente_0807;5;2014-06-11 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;7;4
100;13574;10;Cliente_0808;1;2014-06-16 00:00:00.000;2;156;NULL;10304;NULL;3;N;A         ;3;3
100;13579;1;Cliente_0809;5;2014-06-16 00:00:00.000;5;156;NULL;10224;50010;3;S;C         ;4;4
100;13584;10;Cliente_0810;2;2014-06-18 00:00:00.000;4;156;NULL;10301;NULL;3;N;D         ;7;1
100;1359;10;Cliente_0811;5;2005-05-05 00:00:00.000;5;156;NULL;10304;NULL;3;N;A         ;2;4
100;13593;1;Cliente_0812;5;2014-06-25 00:00:00.000;2;156;NULL;10224;10243;3;S;C         ;4;2
100;13597;10;Cliente_0813;4;2014-06-26 00:00:00.000;5;156;NULL;10301;NULL;3;N;D         ;4;5
100;13600;10;Cliente_0814;5;2014-06-30 00:00:00.000;4;156;NULL;10304;NULL;3;N;A         ;1;4
100;13604;10;Cliente_0815;3;2014-07-02 00:00:00.000;2;156;NULL;10303;NULL;3;N;C         ;5;5
100;13607;1;Cliente_0816;2;2014-07-03 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;2;4
100;13610;1;Cliente_0817;2;2014-07-07 00:00:00.000;5;156;NULL;10140;10212;6;S;A         ;6;5
100;13615;1;Cliente_0818;3;2014-07-09 00:00:00.000;5;156;NULL;10301;NULL;3;S;C         ;2;5
100;13633;10;Cliente_0819;4;2014-07-22 00:00:00.000;2;156;NULL;10304;NULL;3;N;C         ;3;4
100;13647;1;Cliente_0820;4;2014-08-01 00:00:00.000;1;156;NULL;10224;10213;3;S;C         ;2;2
100;13648;10;Cliente_0821;4;2014-08-05 00:00:00.000;5;156;NULL;10304;NULL;3;N;D         ;4;3
100;13656;1;Cliente_0822;2;2014-08-12 00:00:00.000;5;156;NULL;10172;10174;3;S;A         ;3;4
100;13657;10;Cliente_0823;3;2014-08-12 00:00:00.000;4;156;NULL;10304;NULL;3;N;A         ;6;2
100;1366;10;Cliente_0824;2;2005-05-23 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;3;3
100;13662;1;Cliente_0825;1;2014-08-14 00:00:00.000;5;156;NULL;10224;50016;3;S;C         ;7;2
100;13666;10;Cliente_0826;1;2014-08-18 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;1;3
100;1367;10;Cliente_0827;3;2005-05-25 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;6;2
100;13678;10;Cliente_0828;4;2014-08-22 00:00:00.000;1;156;NULL;10304;NULL;3;N;C         ;4;3
100;1369;10;Cliente_0829;1;2005-05-26 00:00:00.000;1;156;NULL;10304;NULL;3;N;A         ;1;5
100;13699;1;Cliente_0830;2;2014-09-02 00:00:00.000;5;156;NULL;10273;10234;4;S;C         ;1;4
100;13700;1;Cliente_0831;4;2014-09-02 00:00:00.000;4;156;NULL;10301;NULL;3;N;B         ;2;2
100;13704;10;Cliente_0832;5;2014-09-09 00:00:00.000;2;156;NULL;10304;NULL;3;N;D         ;5;5
100;13705;1;Cliente_0833;4;2014-09-09 00:00:00.000;5;156;NULL;10172;10175;3;S;D         ;4;4
100;13706;10;Cliente_0834;2;2014-09-09 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;6;1
100;1371;10;Cliente_0835;4;2005-06-01 00:00:00.000;3;156;NULL;10304;NULL;3;N;C         ;2;1
100;13716;10;Cliente_0836;3;2014-09-12 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;6;4
100;13721;10;Cliente_0837;4;2014-09-16 00:00:00.000;4;156;NULL;10304;NULL;3;N;A         ;4;5
100;13722;10;Cliente_0838;1;2014-09-16 00:00:00.000;2;156;NULL;10304;NULL;3;N;C         ;2;4
100;1373;10;Cliente_0839;5;2005-06-09 00:00:00.000;5;156;NULL;10302;NULL;3;N;B         ;7;2
100;13736;1;Cliente_0840;4;2014-09-22 00:00:00.000;4;156;NULL;10303;NULL;3;N;B         ;5;4
100;13744;10;Cliente_0841;3;2014-09-25 00:00:00.000;5;156;NULL;10304;NULL;3;N;A         ;6;5
100;13745;10;Cliente_0842;5;2014-09-26 00:00:00.000;1;156;NULL;10304;NULL;3;N;B         ;6;5
100;13751;10;Cliente_0843;3;2014-09-29 00:00:00.000;4;156;NULL;10302;NULL;3;N;D         ;6;4
100;13753;10;Cliente_0844;2;2014-09-29 00:00:00.000;5;156;NULL;10304;NULL;3;N;C         ;1;4
100;13754;10;Cliente_0845;5;2014-09-30 00:00:00.000;3;156;NULL;10304;NULL;3;N;C         ;6;4
100;13763;10;Cliente_0846;3;2014-10-03 00:00:00.000;5;156;NULL;10302;NULL;3;N;B         ;1;5
100;13765;10;Cliente_0847;4;2014-10-07 00:00:00.000;2;156;NULL;10301;NULL;3;N;D         ;7;2
100;13772;10;Cliente_0848;3;2014-10-08 00:00:00.000;1;156;NULL;10304;NULL;3;N;B         ;6;3
100;13782;10;Cliente_0849;4;2014-10-14 00:00:00.000;2;156;NULL;10304;NULL;3;N;A         ;7;4
100;13783;1;Cliente_0850;1;2014-10-14 00:00:00.000;1;156;NULL;10304;NULL;3;N;C         ;1;3
100;13798;1;Cliente_0851;1;2014-10-23 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;1;4
100;138;10;Cliente_0852;5;1995-08-22 00:00:00.000;4;156;NULL;10301;NULL;3;N;A         ;2;1
100;13800;10;Cliente_0853;5;2014-10-23 00:00:00.000;2;156;NULL;10304;NULL;3;N;B         ;6;2
100;13808;10;Cliente_0854;2;2014-10-29 00:00:00.000;3;156;NULL;10301;NULL;3;N;A         ;1;4
100;13809;1;Cliente_0855;5;2014-10-29 00:00:00.000;5;156;NULL;10224;50010;3;S;A         ;3;2
100;1381;10;Cliente_0856;3;2005-06-27 00:00:00.000;2;156;NULL;10301;NULL;3;N;D         ;1;2
100;1382;10;Cliente_0857;3;2005-06-28 00:00:00.000;3;156;NULL;10304;NULL;3;N;C         ;6;5
100;13824;1;Cliente_0858;5;2014-11-04 00:00:00.000;5;156;NULL;10140;10211;3;S;C         ;5;2
100;13825;10;Cliente_0859;1;2014-11-04 00:00:00.000;1;156;NULL;10301;NULL;3;N;A         ;7;2
100;13830;1;Cliente_0860;5;2014-11-05 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;6;5
100;13831;10;Cliente_0861;2;2014-11-05 00:00:00.000;3;156;NULL;10301;NULL;3;N;D         ;4;1
100;13832;10;Cliente_0862;3;2014-11-05 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;2;3
100;13833;10;Cliente_0863;1;2014-11-06 00:00:00.000;3;156;NULL;10301;NULL;3;N;B         ;5;3
100;13834;10;Cliente_0864;5;2014-11-07 00:00:00.000;4;156;NULL;10301;NULL;3;N;A         ;1;4
100;13835;10;Cliente_0865;2;2014-11-10 00:00:00.000;3;156;NULL;10304;NULL;3;N;B         ;3;2
100;13837;10;Cliente_0866;1;2014-11-11 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;3;2
100;13841;10;Cliente_0867;5;2014-11-14 00:00:00.000;2;156;NULL;10302;NULL;3;N;D         ;6;2
100;13852;10;Cliente_0868;2;2014-11-19 00:00:00.000;2;156;NULL;10224;NULL;3;S;A         ;4;2
100;13855;10;Cliente_0869;4;2014-11-21 00:00:00.000;2;156;NULL;10304;NULL;3;N;C         ;6;4
100;13859;1;Cliente_0870;4;2014-11-24 00:00:00.000;1;156;NULL;10304;NULL;3;N;C         ;7;3
100;13861;10;Cliente_0871;1;2014-11-25 00:00:00.000;1;156;NULL;10304;NULL;3;N;D         ;3;1
100;13863;1;Cliente_0872;2;2014-11-25 00:00:00.000;2;156;NULL;10301;NULL;3;N;D         ;7;1
100;13870;10;Cliente_0873;4;2014-11-27 00:00:00.000;1;156;NULL;10304;NULL;3;N;B         ;5;5
100;13871;1;Cliente_0874;2;2014-11-27 00:00:00.000;2;156;NULL;10301;NULL;3;S;A         ;7;3
100;13878;10;Cliente_0875;5;2014-11-28 00:00:00.000;5;156;NULL;10304;NULL;3;N;A         ;2;3
100;13884;10;Cliente_0876;4;2014-12-02 00:00:00.000;5;156;NULL;10304;NULL;3;N;A         ;5;5
100;13886;1;Cliente_0877;1;2014-12-02 00:00:00.000;5;156;NULL;10304;NULL;3;N;C         ;1;2
100;13889;10;Cliente_0878;1;2014-12-03 00:00:00.000;4;156;NULL;10303;NULL;3;N;C         ;7;3
100;13890;1;Cliente_0879;1;2014-12-03 00:00:00.000;4;156;NULL;10304;NULL;3;N;C         ;6;4
100;13894;1;Cliente_0880;1;2014-12-04 00:00:00.000;2;156;NULL;10224;;3;S;A         ;4;4
100;13899;1;Cliente_0881;1;2014-12-08 00:00:00.000;1;156;NULL;10304;NULL;3;N;A         ;6;1
100;1390;10;Cliente_0882;5;2005-06-30 00:00:00.000;3;156;NULL;10304;NULL;3;N;D         ;3;1
100;13909;1;Cliente_0883;1;2014-12-09 00:00:00.000;1;156;NULL;10224;10239;6;S;A         ;4;3
100;13912;10;Cliente_0884;2;2014-12-10 00:00:00.000;5;156;NULL;10301;NULL;3;N;D         ;5;3
100;13913;10;Cliente_0885;1;2014-12-11 00:00:00.000;1;156;NULL;10304;NULL;3;N;C         ;1;2
100;13915;10;Cliente_0886;1;2014-12-11 00:00:00.000;3;156;NULL;10304;NULL;3;N;A         ;1;1
100;13919;1;Cliente_0887;1;2014-12-11 00:00:00.000;4;156;NULL;10304;NULL;3;N;D         ;2;4
100;13927;1;Cliente_0888;2;2014-12-16 00:00:00.000;3;156;NULL;10224;10243;4;S;D         ;6;3
