numContrato;idCliente;fechaInicio;montoSaldoAnterior;moneda;montoLeasing;plazoOriginal;plazo;tasa;tipoArrendamiento;montoDeposito;montoDepositoAbonado;montoSinSeguro;montoSeguroContrato;montoMantenimiento;montoSeguroMantenimiento;montoCompraFinal;montoProveedor;diaPago;fechaPrimerPago;fechaUltimoPago;fechaCancelacion;montoValorFiscal;diasGraciaPrimerPago;montoiva;anioCancelacion;churn;desTipoArrendamiento;nombreCliente;Canal;Industria;Segmento;valorCliente
13415;16911;2022-09-28;36195,14;2;36195,14;60;60;11,7506551812942;4;6980;6980;646,19;114,97;60;843,91;6980;33143,6;27;2022-10-27;2027-09-27;2023-03-27;49269,6;29;22,75;2023;Si;Inventario;Cliente_2265;Distribuidor;Agroindustria;Gobierno;Cliente Ocasional
13414;16734;2022-09-29;66932,76;2;66932,76;60;60;11,7506551812942;4;19500;19500;1049,13;161,04;60;1298,91;19500;65000;26;2022-10-26;2027-09-26;2023-04-27;76210,2;27;28,74;2023;Si;Inventario;Cliente_2081;Online;Agroindustria;PyME;Cliente Nuevo
13129;12472;2022-02-01;993088,38;2;993088,38;60;60;10,75;4;192995,04;0;17296,38;1203,62;900;19400;192995,04;964975,2;26;2022-02-26;2027-01-26;2022-02-24;1164000;25;0;2022;Si;Inventario;Cliente_0516;Tercero (Broker);Gobierno;Individual;Cliente Estratégico
13227;16846;2022-04-20;835298,74;2;835298,74;60;60;12;4;368130;368130;10391,91;890,61;180;11601,7;368130;450000;19;2022-05-19;2027-04-19;2022-04-29;687751,2;29;139,18;2022;Si;Inventario;Cliente_2200;Distribuidor;Comercio;Gobierno;Cliente Riesgo
13368;1832;2022-08-12;45000;2;45000;60;60;11,0005438327789;4;23153;23153;475,01;46,26;0;527,28;23153;21847;24;2022-09-24;2027-08-24;2022-12-12;31276,2;30;6,01;2022;Si;Inventario;Cliente_3069;Call Center;Servicios;Gobierno;Cliente Riesgo
13947;17420;2024-02-06;49675,25;2;49675,25;60;60;12,7497906254259;4;9600;9600;906,71;112,51;62;1103,9;9600;38400;29;2024-02-29;2029-01-29;2024-04-29;64873,2;23;22,68;2024;Si;Inventario;Cliente_2786;Call Center;Servicios;Corporativo;Cliente Estratégico
12859;16242;2021-05-18;47037,83;2;47037,83;60;60;10,0013882491455;4;20000;20000;574,49;138,59;30;765;20000;39239;18;2021-06-18;2026-05-18;2021-08-27;44584,8;31;21,92;2021;Si;Inventario;Cliente_1576;Distribuidor;Salud;Institucional;Cliente Ocasional
12873;16543;2021-05-31;39522,42;2;39522,42;60;60;10,7508353074081;4;9625;9625;646,33;83,87;30;775;9625;38500;28;2021-06-28;2026-05-28;2021-07-13;45612;28;14,8;2021;Si;Inventario;Cliente_1885;Tercero (Broker);Educación;Institucional;Cliente Ocasional
12920;16580;2021-07-07;33957,51;2;33957,51;60;60;10,7508353074081;4;6600;6600;591,42;76,71;30;712;6600;33000;7;2021-08-07;2026-07-07;2022-06-09;41887,8;31;13,87;2022;Si;Inventario;Cliente_1922;Online;Salud;Gobierno;Cliente Nuevo
13009;16187;2021-09-21;52000;2;52000;60;60;11;4;23000;23000;494,02;85,09;0;590,17;33400;52000;30;2021-09-30;2026-08-30;2022-05-18;34746,6;14;11,06;2022;Si;Inventario;Cliente_1520;Distribuidor;Gobierno;Corporativo;Cliente Estratégico
12933;16586;2021-11-24;117798,19;2;117798,19;60;60;12,5;4;57850;57850;1348,72;226,8;0;1605;57850;84607,67;18;2022-03-18;2027-02-18;2022-05-05;94531,2;24;29,48;2022;Si;Inventario;Cliente_1928;Call Center;Servicios;Individual;Cliente Riesgo
13396;16886;2022-09-01;19300;2;19300;60;60;11,0005438327789;4;2895;2895;308,14;53,24;0;368,3;6755;19300;1;2022-10-01;2027-09-01;2022-10-19;21682,8;30;6,92;2022;Si;Inventario;Cliente_2240;Directo;Educación;Corporativo;Cliente Estratégico
13831;16445;2023-10-13;43218,65;2;43218,65;60;60;12,7497906254259;4;8400;8400;787,78;146,96;62;1023,9;8400;41000;13;2023-11-13;2028-10-13;2024-01-31;59804,4;31;27,16;2024;Si;Inventario;Cliente_1784;Call Center;Salud;Corporativo;Cliente Ocasional
13621;16763;2023-05-02;129378,92;2;129378,92;60;60;12,5;4;37770;37770;2061,01;348,96;62;2518,9;37770;120864;21;2023-05-21;2028-04-21;2023-11-22;148318,2;19;46,93;2023;Si;Inventario;Cliente_2113;Tercero (Broker);Agroindustria;PyME;Cliente Ocasional
13910;17408;2023-12-21;22097,63;2;22097,63;60;60;12,7497906254259;4;4240;4240;404,03;114,88;62;603,9;4240;20339,6;20;2024-01-20;2028-12-20;2024-07-10;34854,6;30;22,99;2024;Si;Inventario;Cliente_2774;Tercero (Broker);Comercio;Institucional;Cliente Nuevo
12221;10939;2019-06-28;57920;2;57920;60;60;10,5000935413955;1;0;0;1015,54;274,46;20;1348,2798;18000;57064;30;2019-07-30;2024-06-30;2020-04-27;78600;32;38,2798;2020;Si;Finanzas;Cliente_0168;Online;Servicios;Institucional;Cliente Riesgo
12612;16287;2020-08-18;28991,04;2;28991,04;60;60;10,7521486269029;4;5580;5580;506,12;79,63;30;630;5580;20720;14;2020-09-14;2025-08-14;2021-04-23;36945;27;14,25;2021;Si;Inventario;Cliente_1621;Distribuidor;Educación;Institucional;Cliente Riesgo
12593;1257;2020-07-16;115316,5;2;115316,5;60;60;10,5013756040989;4;22600;22600;1992,87;187,73;0;2205;22600;90400;30;2020-08-30;2025-07-30;2021-07-05;130836;45;24,4;2021;Si;Inventario;Cliente_0533;Directo;Agroindustria;Individual;Cliente Nuevo
13972;17060;2024-02-23;32542,62;2;32542,62;60;60;12,5;4;6325;6325;583,76;12,73;0;598,14;6325;25300;8;2024-03-08;2029-02-08;2024-04-09;0;7;1,65;2024;Si;Inventario;Cliente_2416;Online;Agroindustria;Institucional;Cliente Ocasional
11988;16009;2018-12-17;66570;2;66570;60;60;9,50037702590478;1;13000;13000;1040,02;307,98;20;1410,6374;6500;65000;15;2019-01-15;2023-12-15;2020-05-29;82080;29;42,6374;2020;Si;Finanzas;Cliente_1447;Distribuidor;Educación;Individual;Cliente Riesgo
12577;14843;2020-07-03;123434,3;2;123434,3;60;60;10,9998829870648;4;18000;18000;1839,73;263,16;30;2171;54000;99573,65;30;2020-08-30;2025-07-30;2021-06-09;127973,4;58;38,11;2021;Si;Inventario;Cliente_1125;Call Center;Salud;Corporativo;Cliente Riesgo
11967;16005;2018-11-29;30645;2;30645;60;60;9,50037702590478;1;8500;8500;438,92;140,08;20;619,8104;2000;30000;30;2019-01-30;2023-12-30;2020-11-05;35940;62;20,8104;2020;Si;Finanzas;Cliente_1446;Call Center;Salud;PyME;Cliente Ocasional
13971;16376;2024-02-22;190650,38;2;190650,38;60;60;12,751347376418;4;37000;37000;3476,39;356,15;62;3948,9;37000;177380;21;2024-03-21;2029-02-21;2024-09-23;233672,4;28;54,36;2024;Si;Inventario;Cliente_1712;Distribuidor;Agroindustria;Individual;Cliente Ocasional
13787;16842;2023-09-16;35680,63;2;35680,63;60;60;12,7497906254259;4;6880;6880;651,62;139,13;62;878,89;6880;34400;14;2023-10-14;2028-09-14;2023-12-05;51165;28;26,14;2023;Si;Inventario;Cliente_2196;Distribuidor;Construcción;Individual;Cliente Estratégico
11599;12480;2018-02-02;44647,5443843576;2;50398,17;60;47;9,53176477923989;2;0;0;919;203;0;1267,86;12645,35;100;1;2019-04-01;2023-02-01;2021-03-26;66000;27;145,86;2021;Si;Operaciones;Cliente_0519;Tercero (Broker);Salud;Institucional;Cliente Ocasional
10360;14313;2016-06-23;23814,3358190176;2;36610;60;28;9,51430946588516;2;7100;7100;664;139;20;929,99;7224,99;100;30;2019-03-30;2021-06-30;2020-08-14;46860;28;106,99;2020;Si;Operaciones;Cliente_0988;Online;Gobierno;Individual;Cliente Estratégico
10504;7044;2016-08-31;42210,0325293522;2;58565;60;29;9,53996306770932;2;13500;13500;933;199;20;1152;19325,86;100;30;2019-04-24;2021-08-30;2020-06-25;65400;24;0;2020;Si;Operaciones;Cliente_3288;Call Center;Salud;PyME;Cliente Riesgo
10299;15007;2016-05-31;34903,3905651402;2;56335;60;27;9,56330413464457;2;10500;10500;1004;118;0;1267,86;10624,09;100;23;2019-03-23;2021-05-23;2020-10-26;65160;23;145,86;2020;Si;Operaciones;Cliente_1168;Distribuidor;Agroindustria;Individual;Cliente Nuevo
10598;7044;2016-09-30;53089,7107210905;2;66669;60;31;9,51896876176761;2;17700;17700;917;213;20;1150;30827,92;100;30;2019-03-30;2021-09-30;2021-10-05;65100;30;0;2021;Si;Operaciones;Cliente_3288;Call Center;Salud;PyME;Cliente Riesgo
10706;14653;2016-11-22;23596,8378765366;2;28569;60;33;9,50037702590478;2;7400;7400;408;159;20;663,31;13093,32;100;30;2019-03-30;2021-11-30;2021-12-07;33660;29;76,31;2021;Si;Operaciones;Cliente_1067;Call Center;Construcción;Corporativo;Cliente Estratégico
10649;15249;2016-10-28;30516,757413135;2;42252;60;32;9,53292846679688;2;8200;8200;789;147;20;1080,28;8328,6;100;31;2019-03-30;2021-10-30;2021-10-31;56940;28;124,28;2021;Si;Operaciones;Cliente_1229;Distribuidor;Construcción;PyME;Cliente Estratégico
11112;15527;2017-04-28;30904,7475981792;2;35995;60;38;9,55162048339844;2;6980;6980;571;180;20;871,23;14095,33;100;31;2019-03-30;2022-04-30;2022-05-06;44220;27;100,23;2022;Si;Operaciones;Cliente_1321;Online;Salud;PyME;Cliente Riesgo
11148;15550;2017-05-11;45372,5580594648;2;54430;60;38;9,54928854480386;2;10580;10580;822;213;20;1192,15;21295,37;100;10;2019-04-10;2022-05-10;2022-05-20;60480;30;137,15;2022;Si;Operaciones;Cliente_1324;Distribuidor;Agroindustria;Gobierno;Cliente Estratégico
11156;12621;2017-05-19;30708,4709918635;2;34607;60;39;9,54229272902012;2;10926;10926;440;146;20;684,78;17842,04;100;31;2019-03-30;2022-05-30;2021-10-15;34740;24;78,78;2021;Si;Operaciones;Cliente_0545;Distribuidor;Agroindustria;Gobierno;Cliente Riesgo
10313;204;2016-06-06;50882,7912415171;2;75857;60;27;9,50037702590478;2;11100;11100;1356;329;20;1926,65;19681,29;100;6;2019-04-06;2021-06-06;2020-11-09;96900;30;221,65;2020;Si;Operaciones;Cliente_3102;Online;Comercio;PyME;Cliente Riesgo
10601;433;2016-10-05;26499,5382673261;2;35492;60;31;9,51430946588516;2;10350;10350;586;111;20;810,21;10477,58;100;5;2019-04-05;2021-10-05;2020-09-30;41100;31;93,21;2020;Si;Operaciones;Cliente_3204;Call Center;Salud;Corporativo;Cliente Ocasional
10335;15047;2016-06-28;37609,2644491532;2;56450;60;27;9,57431730057579;2;15000;15000;930;158;20;1252,04;15124,02;100;15;2019-04-15;2021-06-15;2021-06-14;63000;17;144,04;2021;Si;Operaciones;Cliente_1176;Tercero (Broker);Servicios;Individual;Cliente Riesgo
8988;433;2015-04-23;4226,23505226671;2;9277;60;13;9,89466905593872;2;1780;1780;191;36;20;279,11;1892,17;100;20;2019-04-20;2020-04-20;2020-04-29;13200;27;32,11;2020;Si;Operaciones;Cliente_3204;Call Center;Salud;Corporativo;Cliente Ocasional
9821;14702;2015-12-15;56920,7276355751;2;103692;60;21;9,52013159673692;2;20200;20200;1900;356;20;2571,88;20318,83;100;14;2019-04-14;2020-12-14;2020-11-10;126540;30;295,88;2020;Si;Operaciones;Cliente_1077;Call Center;Construcción;Gobierno;Cliente Estratégico
9844;13705;2015-12-18;45377,9370406077;2;80642;60;22;9,50269758697608;2;15700;15700;1361;260;20;1854,33;18433,5;100;17;2019-04-17;2021-01-17;2020-10-14;94500;30;213,33;2020;Si;Operaciones;Cliente_0833;Call Center;Educación;Individual;Cliente Riesgo
9098;13615;2015-06-29;23563,7019102723;2;27037;60;15;9,50037702590478;2;5270;5270;451;186;20;657;18707,63;100;30;2019-03-30;2020-05-30;2020-07-31;37140;1;0;2020;Si;Operaciones;Cliente_0818;Tercero (Broker);Servicios;Gobierno;Cliente Nuevo
10035;14843;2016-03-08;61922,0649015197;2;90140;60;25;10,5157066262685;2;25000;25000;1287;228;20;1734,55;35124,33;100;30;2019-03-30;2021-03-30;2020-07-03;87000;38;199,55;2020;Si;Operaciones;Cliente_1125;Call Center;Salud;Corporativo;Cliente Riesgo
9997;14814;2016-02-24;66534,8845267091;2;101920;60;23;9,52827371656895;2;36000;36000;1453;249;0;1923,26;36119,79;100;22;2019-04-22;2021-02-22;2021-02-22;96780;27;221,26;2021;Si;Operaciones;Cliente_1118;Call Center;Agroindustria;Institucional;Cliente Riesgo
10137;1326;2016-04-08;39730,520238785;2;69800;60;25;9,53176477923989;2;8000;8000;1400;159;0;1761,67;8121,88;100;5;2019-04-05;2021-04-05;2020-12-10;88620;27;202,67;2020;Si;Operaciones;Cliente_0717;Call Center;Agroindustria;Institucional;Cliente Riesgo
11371;15550;2017-07-31;57581,266209779;2;67596;60;41;9,50966380696627;2;21190;21190;975;252;0;1386,51;24471,65;200;1;2019-04-01;2022-08-01;2022-08-16;70920;32;159,51;2022;Si;Operaciones;Cliente_1324;Distribuidor;Agroindustria;Gobierno;Cliente Estratégico
11822;14705;2018-07-31;12361,1648425873;2;13333;48;43;11,454144412873;1;0;0;314;55,34;20;399,1342;2000;12925,63;1;2019-02-01;2022-08-01;2020-05-15;18384;32;9,7942;2020;Si;Finanzas;Cliente_1078;Online;Salud;Corporativo;Cliente Nuevo
11761;13927;2018-06-29;38415,080932519;2;42016;48;42;11,0041375797958;1;0;0;959;200,09;20;1207,7017;7500;41571,66;15;2019-02-01;2022-07-15;2020-10-29;55584;33;28,6117;2020;Si;Finanzas;Cliente_0888;Online;Gobierno;PyME;Cliente Riesgo
12884;16457;2021-06-18;76782,84;2;76782,84;48;48;10,7508353074081;4;18833,75;0;1490,72;158,66;0;1670;18833,75;75335;9;2021-07-09;2025-06-09;2021-06-21;79170,24;21;20,63;2021;Si;Inventario;Cliente_1797;Online;Salud;PyME;Cliente Estratégico
12788;1257;2021-03-12;30615;2;30615;48;48;10,5013756040989;4;6000;6000;630,24;45,8;0;682;6000;24000;12;2021-04-12;2025-03-12;2021-07-05;32449,92;31;5,95;2021;Si;Inventario;Cliente_0533;Directo;Agroindustria;Individual;Cliente Nuevo
12501;16165;2020-03-31;63395;2;63395;48;48;10,5000935413955;4;19750;19750;1117,46;158,86;30;1330,87;19750;40075;30;2020-03-30;2024-02-28;2021-07-02;62703,36;-1;24,55;2021;Si;Inventario;Cliente_1496;Call Center;Comercio;Corporativo;Cliente Nuevo
10991;1160;2017-02-28;16995,230202054;2;21260;48;24;9,54229272902012;2;4100;4100;432;90;20;612,46;8321,18;100;30;2019-03-30;2021-02-28;2020-05-29;24864;28;70,46;2020;Si;Operaciones;Cliente_0313;Call Center;Servicios;Institucional;Cliente Nuevo
11046;204;2017-03-31;22289,5925050627;2;31242;48;25;9,55162048339844;2;7575;7575;647;141;20;913,04;7696,68;100;30;2019-03-30;2021-03-30;2021-03-30;37056;29;105,04;2021;Si;Operaciones;Cliente_3102;Online;Comercio;PyME;Cliente Riesgo
11097;14091;2017-04-28;37079,5665912386;2;48253;48;25;9,54695660620928;2;9320;9320;886;222;40;1297,24;18762,05;100;30;2019-04-30;2021-04-30;2021-04-30;52656;28;149,24;2021;Si;Operaciones;Cliente_0928;Directo;Gobierno;PyME;Cliente Ocasional
10340;15044;2016-07-07;53850,3296506602;2;101352;48;16;9,82701062207525;2;19600;19600;2286;341;80;3058,91;19713,85;100;10;2019-04-10;2020-07-10;2020-07-13;123360;28;351,91;2020;Si;Operaciones;Cliente_1175;Online;Educación;Institucional;Cliente Estratégico
12592;15360;2020-07-21;45706;2;45706;48;48;12,0030373334885;1;1000;1000;1046,68;344;20;1458;8000;45263;30;2020-08-30;2024-07-30;2020-11-24;67712,64;40;47,32;2020;Si;Finanzas;Cliente_1269;Call Center;Servicios;Corporativo;Cliente Ocasional
12698;14091;2020-11-20;75065,83;2;75065,83;48;48;10,75;4;22550;22550;1350,94;155,01;30;1560;22550;67731,61;19;2020-12-19;2024-11-19;2021-09-15;73725,6;29;24,05;2021;Si;Inventario;Cliente_0928;Directo;Gobierno;PyME;Cliente Ocasional
12935;16582;2021-07-21;34849,17;2;34849,17;48;48;10,7495229495825;4;11900;11900;590,35;89,16;30;725;11900;30000;20;2021-08-20;2025-07-20;2021-08-10;34056,48;30;15,49;2021;Si;Inventario;Cliente_1924;Tercero (Broker);Agroindustria;Gobierno;Cliente Nuevo
13429;13243;2022-10-05;192754,59;2;192754,59;48;48;11,7506551812942;4;46500;46500;3833,52;591,22;360;4908,4;46500;186000;28;2022-10-28;2026-09-28;2023-11-14;229667,52;23;123,66;2023;Si;Inventario;Cliente_0710;Distribuidor;Construcción;Institucional;Cliente Ocasional
13565;16902;2023-03-14;171099,08;2;171099,08;48;48;10,9992009929556;4;33200;33200;3564,07;367,05;62;4048,9;33200;149150;13;2023-04-13;2027-03-13;2023-03-29;191669,76;30;55,78;2023;Si;Inventario;Cliente_2256;Tercero (Broker);Gobierno;Gobierno;Cliente Ocasional
12247;12664;2019-07-30;11043;2;11043;24;24;11,0005438327789;1;0;0;477,25;79,43;0;567,01;1000;11043;30;2019-08-30;2021-07-30;2020-12-09;13360,32;31;10,33;2020;Si;Finanzas;Cliente_0564;Distribuidor;Servicios;PyME;Cliente Riesgo
13420;16636;2022-09-29;11833,68;2;11833,68;36;36;11,9971764754155;4;2300;2300;316,65;29,51;0;350;2300;9200;22;2022-10-22;2025-09-22;2023-07-09;12461,76;23;3,84;2023;Si;Inventario;Cliente_1980;Directo;Educación;Gobierno;Cliente Nuevo
13474;16785;2022-11-15;11014,98;2;11014,98;18;18;11,9971764754155;4;2202,99;2202,99;532,05;11,46;0;545;2202,99;8811,99;11;2022-11-11;2024-04-11;2024-04-08;0;0;1,49;2024;Si;Inventario;Cliente_2136;Directo;Construcción;Individual;Cliente Ocasional
13475;16785;2022-11-15;11776,92;2;11776,92;36;36;12,000106904452;4;2355,38;2355,38;309,83;13,42;0;325;2355,38;9421,54;11;2022-11-11;2025-10-11;2022-11-15;11637;1;1,75;2022;Si;Inventario;Cliente_2136;Directo;Construcción;Individual;Cliente Ocasional
13476;16785;2022-11-15;9324,16;2;9324,16;24;24;11,9971764754155;4;1864,83;1864,83;347,66;14,46;0;364;1864,83;7459,33;11;2022-11-11;2024-10-11;2022-11-29;0;1;1,88;2022;Si;Inventario;Cliente_2136;Directo;Construcción;Individual;Cliente Ocasional
13491;16785;2022-11-25;5748;2;5748;24;24;12,0030373334885;4;1149,6;1149,6;214,32;9,45;0;225;1149,6;4598,4;25;2022-11-25;2024-10-25;2024-07-18;0;5;1,23;2024;Si;Inventario;Cliente_2136;Directo;Construcción;Individual;Cliente Ocasional
12665;11543;2020-10-19;126370,25;2;126370,25;72;72;10,157659334799;4;35000;35000;1700;0;0;1700;35000;118500;19;2020-11-19;2026-10-19;2021-07-07;122400;31;0;2021;Si;Inventario;Cliente_0303;Online;Construcción;Corporativo;Cliente Estratégico
12806;16481;2021-03-30;22750,9;2;22750,9;36;36;10,7508353074081;4;6705;6705;523,43;58,91;0;590;6705;20850;29;2021-04-29;2024-03-29;2022-03-23;20964,24;30;7,66;2022;Si;Inventario;Cliente_1821;Call Center;Gobierno;Institucional;Cliente Riesgo
13517;1832;2023-01-11;57900;2;57900;72;72;11,2294983266488;4;20000;20000;725,86;102,36;0;1007,03;20000;54900;24;2023-02-24;2029-01-24;2024-03-21;59631,84;44;13,3;2024;Si;Inventario;Cliente_3069;Call Center;Servicios;Gobierno;Cliente Riesgo
12515;14849;2020-04-23;41198,43;2;41198,43;33;33;13,5001202675085;1;0;0;1252;247;20;1553,71;9900;41198,43;30;2020-06-30;2023-02-28;2020-07-09;50127;68;34,71;2020;Si;Finanzas;Cliente_1128;Call Center;Gobierno;Gobierno;Cliente Nuevo
12511;15106;2020-04-27;19117,58;2;19117,58;19;19;13,0008777807333;1;0;0;498,83;249,04;20;802,85;13000;19117,58;30;2020-06-30;2021-12-30;2021-01-19;14589,53;64;34,98;2021;Si;Finanzas;Cliente_1196;Call Center;Servicios;Individual;Cliente Nuevo
12514;10939;2020-04-27;56333,19;2;56333,19;54;54;12,000106904452;1;0;0;1102,17;274,46;20;1434,91;18000;56333,19;30;2020-06-30;2024-11-30;2020-07-09;75418,02;64;38,28;2020;Si;Finanzas;Cliente_0168;Online;Servicios;Institucional;Cliente Riesgo
12723;15360;2020-12-16;47105;2;47105;45;45;10,5000935413955;1;0;0;1202,51;200;20;1451,11;3750;47105;1;2021-02-01;2024-10-01;2021-02-02;64012,95;47;28,6;2021;Si;Finanzas;Cliente_1269;Call Center;Servicios;Corporativo;Cliente Ocasional
13483;15550;2022-11-17;17033,33;2;17033,33;3;3;12,000106904452;2;10580;10580;826,63;205,32;30;1200;14724,1;6388,8;10;2022-12-10;2023-02-10;2023-02-20;3185,85;23;138,05;2023;Si;Operaciones;Cliente_1324;Distribuidor;Agroindustria;Gobierno;Cliente Estratégico
13560;15550;2023-02-20;14766,87;2;14766,87;3;3;12,0030373334885;2;10580;10580;832,22;197,73;32;1200;12372,03;4145;10;2023-03-10;2023-05-10;2023-04-24;0;18;138,05;2023;Si;Operaciones;Cliente_1324;Distribuidor;Agroindustria;Gobierno;Cliente Estratégico
13804;17319;2023-10-31;74886,13;2;74886,13;84;84;12,7497906254259;4;14500;14500;1090,35;185,83;62;1370,4;14500;55100;30;2023-11-30;2030-10-30;2024-09-19;112407,12;30;32,22;2024;Si;Inventario;Cliente_2680;Distribuidor;Gobierno;Gobierno;Cliente Ocasional
14068;17516;2024-06-04;47930,3;2;47930,3;84;84;12,7497906254259;4;11593,75;11593,75;656,1;144,02;62;888,9;11593,75;32781,25;3;2024-07-03;2031-06-03;2024-09-25;72418,08;29;26,78;2024;Si;Inventario;Cliente_2882;Tercero (Broker);Salud;Corporativo;Cliente Estratégico
13394;16546;2022-09-02;295261,67;2;295261,67;36;36;11,5004666632075;4;84000;84000;6966,57;948,88;480;8581,2;84000;201686,61;15;2022-10-15;2025-09-15;2022-09-27;302236,2;43;185,75;2022;Si;Inventario;Cliente_1888;Call Center;Servicios;Corporativo;Cliente Riesgo
12539;1343;2020-06-01;64805,24;2;64805,24;24;24;10,0001666311584;4;33000;33000;1467,66;193,31;30;1720;33000;31040;22;2020-06-22;2022-05-22;2022-05-16;40583,28;21;29,03;2022;Si;Inventario;Cliente_0767;Tercero (Broker);Salud;Corporativo;Cliente Riesgo
13868;17372;2023-11-24;34535,82;2;34535,82;84;84;12,7497906254259;4;12730;12730;393,73;101,87;62;578,9;12730;28500;23;2023-12-23;2030-11-23;2024-03-14;46838,4;29;21,3;2024;Si;Inventario;Cliente_2736;Online;Servicios;Corporativo;Cliente Ocasional
13017;11317;2021-09-29;30854,86;2;30854,86;84;84;9,74963258568096;4;11362;11362;321,09;48,68;30;410;11362;29400;27;2021-10-27;2028-09-27;2021-10-13;33580,68;28;10,23;2021;Si;Inventario;Cliente_0243;Tercero (Broker);Construcción;Institucional;Cliente Estratégico
13297;16912;2022-06-16;59450,89;2;59450,89;84;84;10,25;4;11500;11500;748,37;183,83;60;1023,9;17250;55505;15;2022-06-15;2029-05-15;2022-08-10;83344,8;4;31,7;2022;Si;Inventario;Cliente_2266;Distribuidor;Servicios;PyME;Cliente Nuevo
12694;16360;2020-11-26;427478,63;2;85495,73;56;56;12;1;0;0;6423,42;346,53;0;6814,9989;267231,23;72264,24;24;2021-04-24;2025-11-24;2023-10-11;75873,28;0;45,0489;2023;Si;Finanzas;Cliente_1695;Call Center;Servicios;Gobierno;Cliente Nuevo
13259;15550;2022-05-20;19216,2180579673;2;21404,24;6;3;12,2508353074081;2;10580;10580;829,71;205,18;30;1203,3223;16968,8;10716;10;2022-09-10;2022-11-10;2022-11-18;6330;21;138,4323;2022;Si;Operaciones;Cliente_1324;Distribuidor;Agroindustria;Gobierno;Cliente Estratégico
14019;17492;2024-04-09;259033,828785213;2;202120,53;60;59;12,751347376418;4;39000;39000;5038,8;711,18;320;6204,03;39000;58870,76;9;2024-06-09;2029-04-09;2024-06-30;283318,8;30;134,05;2024;Si;Inventario;Cliente_2858;Online;Construcción;Corporativo;Cliente Estratégico
14020;17493;2024-04-09;69611,7212726597;2;54212,91;60;59;12,7497906254259;4;10480;10480;1354,12;194,11;62;1643,52;10480;15923,6;9;2024-06-09;2029-04-09;2024-06-30;74736,6;30;33,29;2024;Si;Inventario;Cliente_2859;Tercero (Broker);Servicios;Individual;Cliente Riesgo
11959;15638;2018-11-29;28799,9277100572;2;34928;60;43;10,5000935413955;1;3400;3400;672,81;145,02;20;859,2826;2000;34000;15;2020-06-15;2023-12-15;2020-09-08;48060;47;21,4526;2020;Si;Finanzas;Cliente_1346;Online;Servicios;PyME;Cliente Riesgo
12802;16484;2021-03-29;97973,1;2;99568,65;59;59;10,75;4;19378,2;19378,2;1595,55;205,8;30;1862;29067,3;93906,1;26;2021-04-26;2026-02-26;2021-05-26;110110,52;28;30,65;2021;Si;Inventario;Cliente_1824;Online;Construcción;Corporativo;Cliente Ocasional
13739;17249;2023-07-28;71003,4382545984;2;71624,47;48;47;12,5;4;33000;33000;1026,73;214,54;62;1339,22;33000;38287,58;28;2023-09-28;2027-07-28;2024-05-09;62781,6;31;35,95;2024;Si;Inventario;Cliente_2607;Online;Agroindustria;Corporativo;Cliente Ocasional
13764;17191;2023-08-24;88198,38;2;90019,13;60;59;12,4997906254259;4;8690;8690;1810,64;210,7;62;2118,79;8690;85900;24;2023-09-24;2028-07-24;2024-06-17;125607;5;35,45;2024;Si;Inventario;Cliente_2549;Directo;Educación;PyME;Cliente Nuevo
13632;16763;2023-05-05;19925,78698628;2;18434,35;36;32;12,7497906254259;4;5347;5347;539,808858843078;39,51;0;584,455158843078;5347;1919,6;4;2023-10-04;2026-05-04;2023-12-08;0;30;5,1363;2023;Si;Inventario;Cliente_2113;Tercero (Broker);Agroindustria;PyME;Cliente Ocasional
13773;17162;2023-08-30;18217,0827319113;2;18290,27;60;59;12,1787627242156;4;3500;3500;332,75;105,5;62;522,02;3500;16500;3;2023-11-03;2028-09-03;2024-01-23;30127,8;31;21,77;2024;Si;Inventario;Cliente_2520;Directo;Gobierno;Corporativo;Cliente Estratégico
11926;15993;2018-10-24;27092,181144269;2;38403;60;57;10,5103575624526;1;5000;5000;494;182,47;20;722,7911;0;37157,87;1;2019-03-01;2023-11-01;2021-02-19;54240;38;26,3211;2021;Si;Finanzas;Cliente_1442;Tercero (Broker);Construcción;Institucional;Cliente Nuevo
13498;16737;2022-12-07;4952,08340522286;2;11094,43;60;41;14,2505655388572;1;0;0;153,2653;114,87;62;353,1353;0;10983,49;17;2024-07-17;2027-11-17;1900-01-01;26274;10;23;1900;No;Finanzas;Cliente_2084;Online;Agroindustria;Corporativo;Cliente Estratégico
13599;795;2023-03-31;35214897,3187954;1;54866092;36;26;12,8714975707478;1;0;0;1559227,605406;43955,79;0;1608897,645406;0;54866092;29;2024-01-29;2026-02-28;1900-01-01;69090435;3;5714,25;1900;No;Finanzas;Cliente_3315;Tercero (Broker);Servicios;PyME;Cliente Riesgo
13778;17293;2023-09-14;78277,13;2;108329,13;72;72;12,5091839034047;4;21000;21000;1135;247;62;1484,17;21000;55000;7;2023-10-07;2029-09-07;1900-01-01;146814,48;23;40,17;1900;No;Inventario;Cliente_2653;Tercero (Broker);Comercio;Gobierno;Cliente Estratégico
12601;11744;2020-07-30;6342,22076035647;2;20280,54;24;14;10,7350793201476;1;0;0;484;95,6;0;592,03;0;0;30;2021-06-30;2022-07-30;2021-06-09;24867,12;31;12,43;2021;Si;Finanzas;Cliente_0336;Directo;Gobierno;Corporativo;Cliente Nuevo
